Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Access Type,Source,EID
"Beyer H.-G., Meyer-Nieberg S.","On the quality gain of (1, λ)-ES under fitness noise",2004,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","3242",,,"1","10",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048838015&partnerID=40&md5=1a5e4fdb898d30a29fa21a21e9ebd854","In optimization tasks that deal with real-world applications noise is very common leading to degradation of the performance of Evolution Strategies. We will consider the quality gain of an (1, λ)-ES under noisy fitness evaluations for arbitrary fitness functions. The equation developed will be applied to several test functions to check its predictive quality. © Springer-Verlag 2004.",Article,,Scopus,2-s2.0-35048838015
"Farina M., Deb K., Amato P.","Dynamic multiobjective optimization problems: Test cases, approximations, and applications",2004,"IEEE Transactions on Evolutionary Computation","8","5",,"425","442",,268,10.1109/TEVC.2004.831456,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-7744219967&doi=10.1109%2fTEVC.2004.831456&partnerID=40&md5=c314eb4f8f0ec945017a376f1f68ff2c","After demonstrating adequately the usefulness of evolutionary multiobjective optimization (EMO) algorithms in finding multiple Pareto-optimal solutions for static multiobjective optimization problems, there is now a growing need for solving dynamic multiobjective optimization problems in a similar manner. In this paper, we focus on addressing this issue by developing a number of test problems and by suggesting a baseline algorithm. Since in a dynamic multiobjective optimization problem, the resulting Pareto-optimal set is expected to change with time (or, iteration of the optimization process), a suite of five test problems offering different patterns of such changes and different difficulties in tracking the dynamic Pareto-optimal front by a multiobjective optimization algorithm is presented. Moreover, a simple example of a dynamic multiobjective optimization problem arising from a dynamic control loop is presented. An extension to a previously proposed direction-based search method is proposed for solving such problems and tested on the proposed test problems. The test problems introduced in this paper should encourage researchers interested in multiobjective optimization and dynamic optimization problems to develop more efficient algorithms in the near future. © 2004 IEEE.",Article,,Scopus,2-s2.0-7744219967
"Chow C.K., Tsui H.T., Lee T.","Surface registration using a dynamic genetic algorithm",2004,"Pattern Recognition","37","1",,"105","117",,107,10.1016/S0031-3203(03)00222-X,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242406172&doi=10.1016%2fS0031-3203%2803%2900222-X&partnerID=40&md5=537b2875fe0b4d599e14f75c068b82db","Robust and fast free-form surface registration is a useful technique in various areas such as object recognition and 3D model reconstruction for animation. Notably, an object model can be constructed, in principle, by surface registration and integration of range images of the target object from different views. In this paper, we propose to formulate the surface registration problem as a high dimensional optimization problem, which can be solved by a genetic algorithm (GA) (Genetic Algorithms in Search Optimization and Machine Learning, Addison-Wesley, Reading, MA, 1989). The performance of the GA for surface registration is highly dependent on its speed in evaluating the fitness function. A novel GA with a new fitness function and a new genetic operator is proposed. It can compute an optimal registration 1000 times faster than a conventional GA. The accuracy, speed and the robustness of the proposed method are verified by a number of real experiments. © 2003 Pattern Recognition Society. Published by Elsevier Ltd. All rights reserved.",Article,,Scopus,2-s2.0-0242406172
"West M., Garzon M.H., Blain D.","DNA-like genomes for evolution in silico",2003,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2723",,,"413","424",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35248842786&partnerID=40&md5=708be766e6c95bdb1b5788fbb358add0","We explore the advantages of DNA-like genomes for evolutionary computation in silico. Coupled with simulations of chemical reactions, these genomes offer greater efficiency, reliability, scalability, new computationally feasible fitness functions, and more dynamic evolutionary algorithms. The prototype application is the decision problem of HPP (the Hamiltonian Path Problem.) Other applications include pre-processing of protocols for biomolecular computing and novel fitness functions for evolution in silico. © Springer-Verlag Berlin Heidelberg 2003.",Article,,Scopus,2-s2.0-35248842786
"Beielstein T., Ewald C.-P., Markon S.","Optimal elevator group control by evolution strategies",2003,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2724",,,"1963","1974",,15,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35248824147&partnerID=40&md5=2618e5b5281b29408e4496b9436d4aec","Efficient elevator group control is important for the operation of large buildings. Recent developments in this field include the use of fuzzy logic and neural networks. This paper summarizes the development of an evolution strategy (ES) that is capable of optimizing the neuro-controller of an elevator group controller. It extends the results that were based on a simplified elevator group controller simulator. A threshold selection technique is presented as a method to cope with noisy fitness function values during the optimization run. Experimental design techniques are used to analyze first experimental results. © Springer-Verlag Berlin Heidelberg 2003.",Article,,Scopus,2-s2.0-35248824147
"Li Y.X., Zou X.F., Kang L.S., Michalewicz Z.","A new dynamical evolutionary algorithm based on statistical mechanics",2003,"Journal of Computer Science and Technology","18","3",,"361","368",,25,10.1007/BF02948906,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038285575&doi=10.1007%2fBF02948906&partnerID=40&md5=23c1b3c8aaa3ad26de9342cf2f90534c","In this paper, a new dynamical evolutionary algorithm (DEA) is presented based on the theory of statistical mechanics. The novelty of this kind of dynamical evolutionary algorithm is that all individuals in a population (called particles in a dynamical system) are running and searching with their population evolving driven by a new selecting mechanism. This mechanism simulates the principle of molecular dynamics, which is easy to design and implement. A basic theoretical analysis for the dynamical evolutionary algorithm is given and as a consequence two stopping criteria of the algorithm are derived from the principle of energy minimization and the law of entropy increasing. In order to verify the effectiveness of the scheme, DEA is applied to solving some typical numerical function minimization problems which are poorly solved by traditional evolutionary algorithms. The experimental results show that DEA is fast and reliable.",Article,,Scopus,2-s2.0-0038285575
"Torresen J.","A dynamic fitness function applied to improve the generalisation when evolving a signal processing hardware architecture",2002,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2279 LNCS",,,"267","279",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878645929&partnerID=40&md5=436afba089cf15d93bcd6b2415c7c2a2","Evolvable Hardware (EHW) has been proposed as a new method for designing electronic circuits. In this paper it is applied for evolving a prosthetic hand controller. The novel controller architecture is based on digital logic gates. A set of new methods to incrementally evolve the system is described. This includes several different variants of the fitness function being used. By applying the proposed schemes, the generalisation of the system is improved. © Springer-Verlag Berlin Heidelberg 2002.",Conference Paper,,Scopus,2-s2.0-84878645929
"Beielstein T., Markon S.","Threshold selection, hypothesis tests, and DOE methods",2002,"Proceedings of the 2002 Congress on Evolutionary Computation, CEC 2002","1",, 1007024,"777","782",,29,10.1109/CEC.2002.1007024,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21044455866&doi=10.1109%2fCEC.2002.1007024&partnerID=40&md5=758611d9ceac6df23fb1c64c9eeb2dfb","Threshold selection-a selection mechanism for noisy evolutionary algorithms-is put into the broader context of hypothesis testing. Optimal selection thresholds were derived theoretically. These theoretical results were used to find threshold values for a simple model of stochastic search and for a simplified elevator simulator. Design of experiments methods are used to validate the significance of the results. © 2002 IEEE.",Conference Paper,,Scopus,2-s2.0-21044455866
"Eriksson R., Olsson B.","On the behavior of evolutionary global-local hybrids with dynamic fitness functions",2002,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2439",,,"13","22",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944317597&partnerID=40&md5=2ee3eac2b787338c6ea9bc417dba39a5","This paper investigates the ability of evolutionary globallocal hybrid algorithms to handle dynamic fitness functions. Using a model where fitness functions vary in ruggedness as well as in whether changes occur gradually or abruptly, we evaluate the performance of Baldwinian and Lamarckian hybrid strategies and find them capable of locating and tracking a moving global optimum. © Springer-Verlag Berlin Heidelberg 2002.",Conference Paper,,Scopus,2-s2.0-84944317597
"Hong T.-P., Wang H.-S., Lin W.-Y., Lee W.-Y.","Evolution of appropriate crossover and mutation operators in a genetic process",2002,"Applied Intelligence","16","1",,"7","17",,45,10.1023/A:1012815625611,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036173777&doi=10.1023%2fA%3a1012815625611&partnerID=40&md5=91451450fc80c9d8946e5440f5cd2bf2","Traditional genetic algorithms use only one crossover and one mutation operator to generate the next generation. The chosen crossover and mutation operators are critical to the success of genetic algorithms. Different crossover or mutation operators, however, are suitable for different problems, even for different stages of the genetic process in a problem. Determining which crossover and mutation operators should be used is quite difficult and is usually done by trial-and-error. In this paper, a new genetic algorithm, the dynamic genetic algorithm (DGA), is proposed to solve the problem. The dynamic genetic algorithm simultaneously uses more than one crossover and mutation operators to generate the next generation. The crossover and mutation ratios change along with the evaluation results of the respective offspring in the next generation. By this way, we expect that the really good operators will have an increasing effect in the genetic process. Experiments are also made, with results showing the proposed algorithm performs better than the algorithms with a single crossover and a single mutation operator.",Article,,Scopus,2-s2.0-0036173777
"Leblanc B., Lutton E., Braunschweig B., Toulhoat H.","History and immortality in evolutionary computation",2002,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2310",,,"128","139",,2,10.1007/3-540-46033-0_11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959063975&doi=10.1007%2f3-540-46033-0_11&partnerID=40&md5=9a743ba2c05e192fd7e846718a08b242","When considering noisy fitness functions for some CPU-time consuming applications, a trade-off problem arise: how to reduce the influence of the noise while not increasing too much computation time. In this paper, we propose and experiment some new strategies based on an exploitation of historical information on the algorithm evolution, and a non-generational evolutionary algorithm. © Springer-Verlag Berlin Heidelberg 2002.",Conference Paper,,Scopus,2-s2.0-84959063975
"Cutello V., Mastriani E., Pappalardo F.","An evolutionary algorithm for the T-constrained variation of Minimum Hitting Set problem",2002,"Proceedings of the 2002 Congress on Evolutionary Computation, CEC 2002","1",, 1006262,"366","371",,5,10.1109/CEC.2002.1006262,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-26844433948&doi=10.1109%2fCEC.2002.1006262&partnerID=40&md5=213f119a2fa4267b52f89dacbe561a42","We propose an evolutionary algorithm to approximate optimal solutions to instances of the T-constrained variation of the Minimum Hitting Set Problem. The base problem, Minimum Hitting Set, is a well known /spl Nscr//spl Pscr/-complete problem. Our genetic algorithm will use the idea of viruses which infect chromosomes and change one of their bits. A special dynamic fitness function has been also used to improve overall performance. © 2002 IEEE.",Conference Paper,,Scopus,2-s2.0-26844433948
"Sano Y., Kita H.","Optimization of noisy fitness functions by means of genetic algorithms using history of search with test of estimation",2002,"Proceedings of the 2002 Congress on Evolutionary Computation, CEC 2002","1",, 1006261,"360","365",,44,10.1109/CEC.2002.1006261,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901442936&doi=10.1109%2fCEC.2002.1006261&partnerID=40&md5=1b114a4a51e0ab65cf2c9b17d2d9b44d","The authors discuss optimization of functions with uncertainty by means of genetic algorithms (GAs). In practical application of such GAs, the possible number of fitness evaluations is quite limited. The authors have proposed a GA utilizing history of search (Memory-based Fitness Evaluation GA: MFEGA) so as to reduce the number of fitness evaluations for such applications of GAs. However, it is also found that the MFEGA faces difficulty when the optimum resides outside of the region where population covers because the MFEGA uses the history of search for estimation of fitness values. The authors propose the tested-MFEGA, an extension of the MFEGA that tests validity of the estimated fitness value so as to overcome the aforesaid problem. Numerical experiments show that the proposed method outperforms a conventional GA of sampling fitness values several times even when the original MFEGA fails. © 2002 IEEE.",Conference Paper,,Scopus,2-s2.0-84901442936
[No author name available],"7th International Conference on Parallel Problem Solving from Nature, PPSN 2002",2002,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2439",,,"1","946",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944325433&partnerID=40&md5=f10250d5d4ec9a00572a44456b30449f","The proceedings contain 90 papers. The special focus in this conference is on Evolutionary Algorithms Theory, Representation, Codification Issues, Variation Operators and Multiobjective Optimization. The topics include: Random dynamics optimum tracking with evolution strategies; on the behavior of evolutionary global-local hybrids with dynamic fitness functions; the principle and evidence on constraint satisfaction; on the analysis of dynamic restart strategies for evolutionary algorithms; running time analysis of multi-objective evolutionary algorithms on a simple discrete optimization problem; fitness landscapes based on sorting and shortest paths problems; direct representation and variation operators for the fixed charge transportation problem; on the utility of redundant encodings in mutation-based evolutionary search; binary representations of integers and the performance of selectorecombinative genetic algorithms; self-organizing maps for Pareto optimization of airfoils; on fitness distributions and expected fitness gain of mutation rates in parallel evolutionary algorithms; complementary phenotype selection for crossover in genetic programming; theoretical analysis of the confidence interval based crossover for real-coded genetic algorithms; operator learning for a problem class in a distributed peer-to-peer environment; crossover operator effect in function optimization with constraints; reducing random fluctuations in mutative self-adaptation; self-adaptive operator scheduling using the religion-based ea; probabilistic model-building genetic algorithms in permutation representation domain using edge histogram; from syntactical to semantical mutation operators for structure optimization; the effects of representational bias on collaboration methods in cooperative coevolution and parallel and hybrid models for multi-objective optimization.",Conference Review,,Scopus,2-s2.0-84944325433
"Lewis O.M., Ware J.A., Jenkins D.H.","Identification of residential property sub-markets using evolutionary and neural computing techniques",2001,"Neural Computing and Applications","10","2",,"108","119",,4,10.1007/s005210170003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035533504&doi=10.1007%2fs005210170003&partnerID=40&md5=e9a43083c0addcd214b53405dcf28abe","This paper expands on previous work considering methods of stratifying property data in order to enhance its susceptibility to modelling for mortgage value estimation. Previous work [1] considered a clustering approach using a Kohonen Self-Organising Map (SOM) to stratify the training data prior to training a suite of MLPs. Although the results were encouraging, the approach suffers from its estimation of trainability post-clustering. The following method ameliorates the approach by replacing the static clustering step with a dynamic genetic algorithm implementation. The results show a healthy improvement in accuracy over the non-stratified approach, and a more consistent level of accuracy compared with the Kohonen SOM approach. The paper concludes by analysing the underlying content of the derived stratas, thus providing a 'human readable' element to the approach that enhances its potential for acceptance by valuation institutions for as a complementary technique to traditional valuation methods.",Article,,Scopus,2-s2.0-0035533504
"Tao Q., Cao J.D., Sun D.M., Fang T.J.","Dynamic genetic algorithm based on the neural network with constraints",2001,"Ruan Jian Xue Bao/Journal of Software","12","3",,"462","467",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035294693&partnerID=40&md5=2a5045510efc15466fd34029ec133dc9","A kind of dynamic genetic algorithm based on the neural network with constraints is presented, which combines the local searching ability of neural network with the global searching ability of genetic algorithm. The dynamic algorithm is used to decide the initial point of the neural network, and the neural network is employed to decide the fitness of the dynamic genetic algorithm. The proposed algorithm has some theoretical and biological meanings. Compared with the standard genetic algorithm, it can decrease the searching scale and get the approximate solution of quadratic programming problems that are non-definite.",Article,,Scopus,2-s2.0-0035294693
"Stroud P.D.","Kalman-extended genetic algorithm for search in nonstationary environments with noisy fitness evaluations",2001,"IEEE Transactions on Evolutionary Computation","5","1",,"66","77",,54,10.1109/4235.910466,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035247711&doi=10.1109%2f4235.910466&partnerID=40&md5=0df4bbb880b90429b46bed50dcb98df2","In basic genetic algorithm (GA) applications, the fitness of a solution takes a value that is certain and unchanging. There are two classes of problem for which this formulation is insufficient. The first consists of ongoing searches for better solutions in a nonstationary environment in which the expected fitness of a solution changes with time in unpredictable ways. The second class consists of applications in which fitness evaluations are corrupted by noise. For problems belonging to either or both of these classes, the estimated fitness of a solution will have an associated uncertainty. Both the uncertainty due to environmental changes (process noise) and the uncertainty due to noisy evaluations (observation noise) can be reduced, at least temporarily, by re-evaluating existing solutions. The Kalman formulation provides a well-developed formal mechanism for treating uncertainty within the GA framework. It provides the mechanics for determining the estimated fitness and uncertainty when a new solution is generated and evaluated for the first time. It also provides the mechanics for updating the estimated fitness and uncertainty after an existing solution is re-evaluated and for increasing the uncertainty with the passage of time. A Kalman-extended genetic algorithm (KGA) is developed to determine when to generate a new individual, when to re-evaluate an existing individual, and which one to re-evaluate. This KGA is applied to the problem of maintaining a network configuration with minimized message loss in which the nodes are mobile and the transmission over a link is stochastic. As the nodes move, the optimal network changes, but information contained within the population of solutions allows efficient discovery of better-adapted solutions. The ability of the KGA to continually find near-optimal solutions is demonstrated at several levels of process and observation noise. The sensitivity of the KGA performance to several control parameters is explored.",Article,,Scopus,2-s2.0-0035247711
"Rudolph G.","A partial order approach to noisy fitness functions",2001,"Proceedings of the IEEE Conference on Evolutionary Computation, ICEC","1",,,"318","325",,43,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034878737&partnerID=40&md5=c61c6b81251588b720c375234e4fe66e","If the fitness values are perturbed by noise then they do not have a defintive total order. As a consequence, traditional selection procedures in evolutionary algorithms may lead to obscure solutions. A potential remedy is as follows: Construct a partial order on the set of noisy fitness values and apply those evolutionary algorithms that have been designed for finding the minimal elements of partially ordered sets. These minimal elements are the only reasonable candidates for the unperturbed true solution. A method for reducing the number of candidate solutions is suggested. From a theoretical point of view it is worth mentioning that all convergence results for evolutionary algorithms with partially ordered fitness sets remain valid for the approach considered here.",Conference Paper,,Scopus,2-s2.0-0034878737
"Markon S., Arnold D.V., Bäck T., Beielstein T., Beyer H.-G.","Thresholding - A selection operator for noisy ES",2001,"Proceedings of the IEEE Conference on Evolutionary Computation, ICEC","1",,,"465","472",,47,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034867595&partnerID=40&md5=d3feeb1c83e0c8d7b8e042bad6759288","The starting point for the analysis and experiments presented in this paper is a simplified elevator control problem, called 'S-ring'. As in many other real-world optimization problems, the exact fitness function evaluation is disturbed by noise. Evolution Strategies (ES) can generally cope with noisy fitness function values. It has been proposed that the 'plus'-strategy can find better solutions by keeping over-valued function values, thus preventing inferior offspring with fitness inflated by noise from being accepted. The 'plus'-strategy builds an implicit barrier around the current best population. We propose to make this barrier building process explicit and to employ a threshold value τ to be used in a selection operator for noisy fitness functions. 'Thresholding' accepts a new individual if its apparent fitness is better than that of the parent by at least the margin τ. First analytical investigations and empirical results from tests on the sphere- model and on 'S-ring' are presented in th is paper.",Conference Paper,,Scopus,2-s2.0-0034867595
"Chow C.K., Tsui H.T., Lee T.","Optimization on unbounded solution space using dynamic genetic algorithms",2001,"Proceedings of the International Joint Conference on Neural Networks","4",,,"2349","2354",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034867462&partnerID=40&md5=3a3018806f05638071347fc866b693ff","The problem of applying GA to solve an optimization problem over an unbounded solution space is addressed in this paper. We propose to first transform the possible range of each parameter in the chromosome to a finite range with a nonlinear mapping such that search on unbounded solution space becomes a search for high precision solution in a finite range. Modifications on the GA have been found necessary after such nonlinear mapping. As a result, a new GA with dynamic mutation range that facilitates coarse-to-fine search has been developed.",Conference Paper,,Scopus,2-s2.0-0034867462
"Tsai C-.F., Tsai C.-W., Wu H.-C.","A novel multicast routing algorithm with delay constraint for multimedia applications in wide area network",2001,"2001 International Conferences on Info-Tech and Info-Net: A Key to Better Life, ICII 2001 - Proceedings","5",, 983535,"301","305",,3,10.1109/ICII.2001.983535,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964461887&doi=10.1109%2fICII.2001.983535&partnerID=40&md5=b4833ba48eeb8c3dbc1b0402ad47dd98","The dynamic genetic algorithm (DGA) is presented for constructing minimum-cost multicast trees with delay constraints. In order to have computers successfully become consumer electronics for multimedia multicast communication applications, we propose a novel multimedia multicast routing approach for the Internet in this paper. © 2001 IEEE.",Conference Paper,,Scopus,2-s2.0-84964461887
"Hsu C.-C., Tse K.-M., Wang W.-Y.","Discrete-time model reduction of sampled systems using an enhanced multiresolutional dynamic genetic algorithm",2001,"Proceedings of the IEEE International Conference on Systems, Man and Cybernetics","1",,,"280","285",,4,10.1109/ICSMC.2001.969825,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035726426&doi=10.1109%2fICSMC.2001.969825&partnerID=40&md5=5c51f260eaa1df633d1b759b40376cbd","A framework to automatically generate a reduced-order discrete-time model for the sampled system of a continuous plant preceded by a zero-order hold using an enhanced multiresolutional dynamic genetic algorithms (EMDGA) is proposed in this paper. Chromosomes consisting of the denominator and the numerator parameters of the reduced-order model are coded as a vector with floating point type components and searched by the genetic algorithm. Therefore, a stable optimal reduced-order model satisfying the error range specified can be evolutionarily obtained. Because of the use of the multiresolutional dynamic adaptation algorithm and genetic operators, the convergence rate of the evolution process to search for an optimal reduced-order model can be expedited. Another advantage of this approach is that the reduced discrete-time model evolves based on samples directly taken from the continuous plant, instead of the exact discrete-time model, so that computation time is saved.",Article,,Scopus,2-s2.0-0035726426
"Leung K.S., Lee K.H., Cheang S.M.","Balancing samples’ contributions on GA learning",2001,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2210",,,"256","266",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955582033&partnerID=40&md5=695cdc7a5bd7ed3e9f0b632bf418fbe0","A main branch in Evolutionary Computation is learning a system directly from input/output samples without investigating internal behaviors of the system. Input/output samples captured from a real system are usually incomplete, biased and noisy. In order to evolve a precise system, the sample set should include a complete set of samples. Thus, a large number of samples should be used. Fitness functions being used in Evolutionary Algorithms usually based on the matched ratio of samples. Unfortunately, some of these samples may be exactly or semantically duplicated. These duplicated samples cannot be identified simply because we do not know the internal behavior of the system being evolved. This paper proposes a method to overcome this problem by using a dynamic fitness function that incorporates the contribution of each sample in the evolutionary process. Experiments on evolving Finite State Machines with Genetic Algorithms are presented to demonstrate the effect on improving the successful rate and convergent speed of the proposed method. © Springer-VerlagBerlin Heidelberg 2001.",Conference Paper,,Scopus,2-s2.0-84955582033
"Fonlupt C.","Solving the ocean color problem using a genetic programming approach",2001,"Applied Soft Computing","1","1",,"63","72",,21,10.1016/S1568-4946(01)00007-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442496535&doi=10.1016%2fS1568-4946%2801%2900007-2&partnerID=40&md5=467b7882433bc65caf3ffa2b0d27af26","The ocean color problem consists in evaluating ocean components concentrations (phytoplankton, sediment and yellow substance) from sunlight reflectance or luminance values at selected wavelengths in the visible band. The interest of this application increases with the availability of new satellite sensors. Moreover, monitoring phytoplankton concentrations is a key point for a wide set of problems ranging from greenhouse effect to industrial fishing and signaling toxic algae blooms. To our knowledge, it is the first attempt at this regression problem with genetic programming (GP). We show that GP outperforms traditional polynomial fits and rivals artificial neural nets in the case of open ocean waters. We improve previous works by also solving a range of coastal waters types, providing detailed results on estimation errors. To our knowledge, we are the firsts to publish numerical results regarding coastal waters. Experiments were conducted with a dynamic fitness GP algorithm in order to speed up computing time through a process of progressive learning. © 2001 Elsevier Science B.V.",Article,,Scopus,2-s2.0-2442496535
"Weicker Karsten, Weicker Nicole","Dynamic rotation and partial visibility",2000,"Proceedings of the IEEE Conference on Evolutionary Computation, ICEC","2",,,"1125","1131",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033671509&partnerID=40&md5=07b9449882ebf5cab8fe260f8dac5ad5","This article generalizes a previously presented dynamic fitness function with two different concepts, namely a coordinate rotation and the concept of partial visibility. Those concepts define different classes of test problems. A set of standard evolution strategies and genetic algorithms with and without hypermutation are tested on two of the dynamic problem classes. They give insight in certain properties of the presented concepts and dynamic optimization in general.",Conference Paper,,Scopus,2-s2.0-0033671509
"Rechenberg I.","Case studies in evolutionary experimentation and computation",2000,"Computer Methods in Applied Mechanics and Engineering","186","2-4",,"125","140",,33,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033738766&partnerID=40&md5=2fe9b22a585f9a147f0c82df325f260f","14 examples prove the potency of the evolution strategy. The exemplary compilation starts with the drag-minimization of a wing-like construction in a wind tunnel and ends with the creation of an extraordinary magic square on a computer. Prerequisite for a successful evolutionary optimization is the validity of strong (or at least piecemeal strong) causality for the quality function. The problem solution fails without any inherent order of the quality function. Euler's extension of Fermat's last theorem cannot be disproved with an evolutionary algorithm, because the design of a piecemeal causal pay-off function is not in sight. © 2000 Elsevier Science S.A.",Article,,Scopus,2-s2.0-0033738766
"Beyer H.-G.","Evolutionary algorithms in noisy environments: Theoretical issues and guidelines for practice",2000,"Computer Methods in Applied Mechanics and Engineering","186","2-4",,"239","267",,145,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033737186&partnerID=40&md5=1cb2d3d41ee0339ed700afa6faed91f2","This paper is devoted to the effects of fitness noise in evolutionary algorithms (EAs). After a short introduction to the history of this research field, the performance of genetic algorithms (GAs) and evolution strategies (ESs) on the hyper-sphere test function is evaluated. It will be shown that the main effects of noise - the decrease of convergence velocity and the residual location error R∞ - are observed in both GAs and ESs. Different methods for improving the performance are presented and hypotheses on their working mechanisms are discussed. The method of rescaled mutations is analyzed in depth for the (1,λ)-ES on the sphere model. It is shown that this method needs advanced self-adaptation (SA) techniques in order to take advantage of the theoretically predicted performance gain. The troubles with current self-adaptation techniques are discussed and directions for further research will be worked out. © 2000 Elsevier Science S.A.",Article,,Scopus,2-s2.0-0033737186
"Sano Y., Kita H.","Optimization of noisy fitness functions by means of Genetic algorithms using history of search",2000,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","1917",,,"572","580",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947914006&partnerID=40&md5=fd582122290cb1faa23563d7c6bb0836","In the present paper, optimization of functions with uncertainty by means of Genetic Algorithms (GA) is discussed. For such problems, there have been proposed methods of sampling fitness function several times and taking average of them for evaluation of each individual. However, important applications having uncertain fitness functions are online adaptation of real systems and complicated computer simulation using random variables. In such applications, possible number of fitness evaluation is quite limited. Hence, methods achieving optimization with less number of fitness evaluation is needed. In the present paper, the authors propose a GA for optimization of continuous fitness functions with observation noise utilizing history of search so as to reduce number of fitness evaluation. In the proposed method, value of fitness function at a novel search point is estimated not only by the sampled fitness value at that point but also by utilizing the fitness values of individuals stored in the history of search. Computer experiments using quadric fitness functions show that the proposed method outperforms the conventional GA of sampling fitness values several times at each search point in noisy environment. © Springer-Verlag Berlin Heidelberg 2000.",Conference Paper,,Scopus,2-s2.0-84947914006
"Fonlupt C., Robilliard D.","Genetic programming with dynamic fitness for a remote sensing application",2000,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","1917",,,"191","200",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048850607&partnerID=40&md5=81bf149dd74f53003e40d2dc9baed6d7","The ""ocean color"" problem consists in evaluating ocean components concentrations (phytoplankton, sediment, yellow substance) from sunlight reflectance or luminance values at selected wavelengths in the visible band. The interest of this application increases with the availability of new satellite sensors. Moreover monitoring phytoplankton concentrations is a key point for a wide set of problems ranging from greenhouse effect to industrial fishing and signaling toxic algae blooms. To our knowledge, it is the first attempt at this regression problem with Genetic Programming (CP). We show that GP outperforms traditional polynomial fits and rivals artificial neural nets in the case of open ocean waters. We improve on previous works by also solving a range of coastal waters types, providing detailed results on estimation errors. Some experiments were conducted with a dynamic fitness GP algorithm in order to speed up computing time through a process of progressive learning. © Springer-Verlag Berlin Heidelberg 2000.",Conference Paper,,Scopus,2-s2.0-35048850607
